,Calculated atomic coordinates u'
10611,0.526522
10612,0.594618
10613,0.752775
10614,0.077134
10615,0.038504
10616,0.043038
10617,0.040047
10618,0.098563
10619,0.083891
10620,0.118055
10621,0.100173
10622,0.234832
10623,0.207127
10624,0.263435
10625,0.234513
10626,0.424346
10627,0.39035
10628,0.127239
10629,0.14713
10630,0.054358
10631,0.063967
10632,0.046617
10633,0.055081
10634,0.050443
10635,0.044671
10636,0.059397
10637,0.050196
10638,0.137276
10639,0.117819
10640,0.158141
10641,0.293445
10642,0.4393
10643,0.27656
10644,0.219502
10645,0.247194
10646,0.107577
10647,0.126399
10648,0.092084
10649,0.108575
10650,0.042528
10651,0.046787
10652,0.038741
10653,0.04049
10654,0.070597
10655,0.058156
10656,0.542044
10657,0.576264
10658,0.372148
10659,0.405921
10660,0.339568
10661,0.37251
10662,0.193285
10663,0.219961
10664,0.169926
10665,0.193918
10666,0.077329
10667,0.091815
10668,0.063692
10669,0.038757
10670,0.863433
10671,0.736965
10672,0.675517
10673,0.70684
10674,0.508235
10675,0.54216
10676,0.473852
10677,0.508182
10678,0.307688
10679,0.339313
10680,0.276675
10681,0.307303
10682,0.147847
10683,0.170298
10684,0.917109
10685,0.930787
10686,0.817934
10687,0.842418
10688,0.793086
10689,0.817416
10690,0.642595
10691,0.675213
10692,0.609722
10693,0.642385
10694,0.439363
10695,0.473478
10696,0.405382
10697,0.247225
10698,0.956962
10699,0.959953
10700,0.901437
10701,0.916109
10702,0.881945
10703,0.899827
10704,0.765168
10705,0.792873
10706,0.736565
10707,0.765487
10708,0.575654
10709,0.60965
10710,0.949557
10711,0.955329
10712,0.940604
10713,0.949804
10714,0.862724
10715,0.882181
10716,0.841858
10717,0.706555
10718,0.929403
10719,0.941844
10720,0.961243
